SetID,Number,Variant,Theme,Subtheme,Year,Name,Minifigs,Pieces,UKPrice,USPrice,CAPrice,EUPrice,ImageURL,OwnedBy,WantedBy
27725,"4962","2","Duplo","Zoo","2014","Baby Zoo (Re-release)",1,17,,,,,"https://images.brickset.com/sets/images/4962-2.jpg",3,4
22879,"10241","1","Advanced Models","Maersk","2014","Maersk Line Triple-E",,1518,109.99,149.99,179.99,129.99,"https://images.brickset.com/sets/images/10241-1.jpg",2268,2666
23620,"10242","1","Advanced Models","Vehicles","2014","MINI Cooper MK VII",,1077,79.99,99.99,119.99,89.99,"https://images.brickset.com/sets/images/10242-1.jpg",10062,2944
22933,"10243","1","Advanced Models","Modular Buildings","2014","Parisian Restaurant",5,2469,142.99,159.99,189.99,149.99,"https://images.brickset.com/sets/images/10243-1.jpg",15912,5732
23619,"10244","1","Advanced Models","Fairground","2014","Fairground Mixer",12,1746,119.99,149.99,179.99,129.99,"https://images.brickset.com/sets/images/10244-1.jpg",6189,2742
23621,"10245","1","Advanced Models","Winter Village","2014","Santa's Workshop",6,883,59.99,69.99,89.99,69.99,"https://images.brickset.com/sets/images/10245-1.jpg",10462,2579
23276,"10521","1","Duplo","","2014","Baby Calf",1,9,5.99,6.99,8.99,4.89,"https://images.brickset.com/sets/images/10521-1.jpg",363,44
23258,"10522","1","Duplo","","2014","Farm Animals",,12,8.99,9.99,12.99,9.99,"https://images.brickset.com/sets/images/10522-1.jpg",697,73
23249,"10524","1","Duplo","","2014","Farm Tractor",1,29,16.99,19.99,24.99,19.99,"https://images.brickset.com/sets/images/10524-1.jpg",463,77
23257,"10525","1","Duplo","","2014","Big Farm",2,121,54.99,59.99,59.99,59.99,"https://images.brickset.com/sets/images/10525-1.jpg",438,108
23312,"10526","1","Duplo","Jake and the Never Land Pirates","2014","Peter Pan's Visit",2,39,19.99,29.99,29.99,20.99,"https://images.brickset.com/sets/images/10526-1.jpg",285,84
23279,"10527","1","Duplo","","2014","Ambulance",1,14,12.99,14.99,17.99,10.49,"https://images.brickset.com/sets/images/10527-1.jpg",349,65
23319,"10528","1","Duplo","","2014","School Bus",3,26,17.99,19.99,19.99,19.99,"https://images.brickset.com/sets/images/10528-1.jpg",328,66
23277,"10529","1","Duplo","","2014","Truck",1,16,12.99,14.99,17.99,14.99,"https://images.brickset.com/sets/images/10529-1.jpg",299,50
23250,"10532","1","Duplo","","2014","My First Police Set",2,39,19.99,24.99,24.99,17.49,"https://images.brickset.com/sets/images/10532-1.jpg",334,63
23318,"10538","1","Duplo","Disney Planes","2014","Fire and Rescue Team",,30,25.99,29.99,29.99,20.99,"https://images.brickset.com/sets/images/10538-1.jpg",263,74
23313,"10539","1","Duplo","Jake and the Never Land Pirates","2014","Beach Racing",1,37,19.99,24.99,24.99,17.49,"https://images.brickset.com/sets/images/10539-1.jpg",205,58
23253,"10542","1","Duplo","Disney Princess","2014","Sleeping Beauty's Fairy Tale",2,55,29.99,34.99,39.99,34.99,"https://images.brickset.com/sets/images/10542-1.jpg",217,88
23402,"10543","1","Duplo","","2014","Superman Rescue",1,19,14.99,19.99,19.99,9.99,"https://images.brickset.com/sets/images/10543-1.jpg",331,101
23403,"10544","1","Duplo","","2014","The Joker Challenge",2,40,24.99,29.99,29.99,20.99,"https://images.brickset.com/sets/images/10544-1.jpg",443,122
23404,"10545","1","Duplo","","2014","Batcave Adventure",2,59,39.99,49.99,49.99,49.99,"https://images.brickset.com/sets/images/10545-1.jpg",299,151
23251,"10546","1","Duplo","","2014","My First Shop",2,39,19.99,24.99,24.99,17.49,"https://images.brickset.com/sets/images/10546-1.jpg",221,53
23783,"10565","1","Duplo","","2014","Creative Suitcase",,135,34.99,59.99,69.99,39.99,"https://images.brickset.com/sets/images/10565-1.jpg",77,38
23221,"10566","1","Duplo","","2014","Creative Picnic",,52,19.99,24.99,29.99,14.99,"https://images.brickset.com/sets/images/10566-1.jpg",305,94
23245,"10567","1","Duplo","","2014","Toddler Build and Boat Fun",,18,17.99,19.99,19.99,13.99,"https://images.brickset.com/sets/images/10567-1.jpg",490,51
23314,"10568","1","Duplo","","2014","Knight Tournament",1,16,8.99,9.99,12.99,6.99,"https://images.brickset.com/sets/images/10568-1.jpg",279,70
23315,"10569","1","Duplo","","2014","Treasure Attack",3,46,24.99,29.99,29.99,20.99,"https://images.brickset.com/sets/images/10569-1.jpg",264,78
23275,"10570","1","Duplo","","2014","All-in-One Gift Set",,30,14.99,14.99,17.99,17.99,"https://images.brickset.com/sets/images/10570-1.jpg",313,38
23252,"10571","1","Duplo","","2014","All-in-One-Pink-Box-of-Fun",1,65,24.99,29.99,34.99,29.99,"https://images.brickset.com/sets/images/10571-1.jpg",191,28
23247,"10572","1","Duplo","","2014","All-in-One-Box-of-Fun",1,65,24.99,29.99,34.99,29.99,"https://images.brickset.com/sets/images/10572-1.jpg",286,45
23223,"10573","1","Duplo","","2014","Creative Animals",,25,12.99,14.99,14.99,7.49,"https://images.brickset.com/sets/images/10573-1.jpg",544,47
23246,"10574","1","Duplo","","2014","Creative Ice Cream",,24,12.99,14.99,14.99,14.99,"https://images.brickset.com/sets/images/10574-1.jpg",626,110
23248,"10575","1","Duplo","","2014","Creative Building Cube",,75,24.99,29.99,34.99,24.99,"https://images.brickset.com/sets/images/10575-1.jpg",134,38
23278,"10576","1","Duplo","","2014","Zoo Care",1,9,5.99,6.99,8.99,6.99,"https://images.brickset.com/sets/images/10576-1.jpg",293,45
23316,"10577","1","Duplo","","2014","Big Royal Castle",4,135,49.99,59.99,69.99,41.99,"https://images.brickset.com/sets/images/10577-1.jpg",247,104
23405,"10579","1","Duplo","Mickey Mouse Clubhouse","2014","Clubhouse Cafe",,16,12.99,12.99,15.99,14.99,"https://images.brickset.com/sets/images/10579-1.jpg",98,45
23317,"10580","1","Duplo","","2014","Deluxe Box of Fun",2,95,39.99,49.99,59.99,44.99,"https://images.brickset.com/sets/images/10580-1.jpg",212,50
23069,"10665","1","Juniors","Marvel Super Heroes","2014","Spider-Man: Spider-Car Pursuit",2,55,11.99,12.99,12.99,12.99,"https://images.brickset.com/sets/images/10665-1.jpg",2415,503
23070,"10666","1","Juniors","City","2014","Digger",1,75,9.99,9.99,12.99,9.99,"https://images.brickset.com/sets/images/10666-1.jpg",1257,388
23071,"10667","1","Juniors","City","2014","Construction",1,160,14.99,14.99,17.99,17.99,"https://images.brickset.com/sets/images/10667-1.jpg",1619,308
23072,"10668","1","Juniors","Fantasy","2014","The Princess Play Castle",1,150,14.99,14.99,17.99,17.99,"https://images.brickset.com/sets/images/10668-1.jpg",749,231
23427,"10669","1","Juniors","Teenage Mutant Ninja Turtles","2014","Turtle Lair",2,107,17.99,19.99,24.99,19.99,"https://images.brickset.com/sets/images/10669-1.jpg",668,275
23428,"10671","1","Juniors","City","2014","Fire Emergency",2,123,15.99,19.99,24.99,19.99,"https://images.brickset.com/sets/images/10671-1.jpg",862,198
23073,"10672","1","Juniors","DC Comics Super Heroes","2014","Batman: Defend the Batcave",3,150,29.99,29.99,29.99,32.99,"https://images.brickset.com/sets/images/10672-1.jpg",2219,577
23074,"10673","1","Juniors","City","2014","Race Car Rally",2,350,24.99,29.99,34.99,29.99,"https://images.brickset.com/sets/images/10673-1.jpg",963,207
23075,"10674","1","Juniors","Girl","2014","Pony Farm",1,306,24.99,29.99,34.99,29.99,"https://images.brickset.com/sets/images/10674-1.jpg",494,200
23076,"10675","1","Juniors","City","2014","Police – The Big Escape",3,146,24.99,29.99,29.99,29.99,"https://images.brickset.com/sets/images/10675-1.jpg",694,214
23429,"10676","1","Juniors","Fantasy","2014","Knights' Castle",4,480,34.99,49.99,59.99,44.99,"https://images.brickset.com/sets/images/10676-1.jpg",448,302
23254,"10681","1","Bricks and More","","2014","Creative Building Cube",,600,24.99,,,24.99,"https://images.brickset.com/sets/images/10681-1.jpg",795,277
23782,"10682","1","Bricks and More","","2014","Creative Suitcase",,1000,34.99,59.99,69.99,39.99,"https://images.brickset.com/sets/images/10682-1.jpg",565,237
23261,"21019","1","Architecture","Landmark Series","2014","The Eiffel Tower",,321,29.99,34.99,44.99,34.99,"https://images.brickset.com/sets/images/21019-1.jpg",5468,1555
23406,"21020","1","Architecture","Landmark series","2014","Trevi Fountain",,731,39.99,49.99,59.99,49.99,"https://images.brickset.com/sets/images/21020-1.jpg",4250,1817
22830,"21104","1","Ideas","NASA","2014","NASA Mars Science Laboratory Curiosity Rover",,295,24.99,29.99,34.99,29.99,"https://images.brickset.com/sets/images/21104-1.jpg",1715,2316
23407,"21107","1","Minecraft","Micro World","2014","The End",4,440,29.99,34.99,44.99,34.99,"https://images.brickset.com/sets/images/21107-1.jpg",1629,735
23502,"21108","1","Ideas","Licensed","2014","Ghostbusters Ecto-1",4,508,44.99,49.99,59.99,49.99,"https://images.brickset.com/sets/images/21108-1.jpg",17942,2750
23684,"21109","1","Ideas","","2014","Exo-Suit",2,321,29.99,34.99,44.99,24.49,"https://images.brickset.com/sets/images/21109-1.jpg",8734,1422
23685,"21110","1","Ideas","","2014","Research Institute",3,165,15.99,19.99,24.99,19.99,"https://images.brickset.com/sets/images/21110-1.jpg",5665,2146
23633,"21113","1","Minecraft","Minifig-scale","2014","The Cave",2,249,19.99,19.99,24.99,19.99,"https://images.brickset.com/sets/images/21113-1.jpg",3281,744
23632,"21114","1","Minecraft","Minifig-scale","2014","The Farm",2,262,24.99,29.99,39.99,29.99,"https://images.brickset.com/sets/images/21114-1.jpg",2832,843
23631,"21115","1","Minecraft","Minifig-scale","2014","The First Night",2,408,39.99,39.99,49.99,39.99,"https://images.brickset.com/sets/images/21115-1.jpg",2727,878
23630,"21116","1","Minecraft","Minifig-scale","2014","Crafting Box",2,518,49.99,49.99,59.99,54.99,"https://images.brickset.com/sets/images/21116-1.jpg",2314,850
23629,"21117","1","Minecraft","Minifig-scale","2014","The Ender Dragon",4,634,59.99,69.99,89.99,69.99,"https://images.brickset.com/sets/images/21117-1.jpg",1481,884
23634,"21118","1","Minecraft","Minifig-scale","2014","The Mine",4,922,89.99,109.99,129.99,99.99,"https://images.brickset.com/sets/images/21118-1.jpg",1360,1101
23721,"21204","1","Fusion","","2014","Town Master",1,256,,19.99,,,"https://images.brickset.com/sets/images/21204-1.jpg",251,135
23722,"21205","1","Fusion","","2014","Battle Towers",,212,,19.99,,,"https://images.brickset.com/sets/images/21205-1.jpg",190,136
23723,"21206","1","Fusion","","2014","Create and Race",,223,,34.99,,,"https://images.brickset.com/sets/images/21206-1.jpg",64,167
23724,"21208","1","Fusion","","2014","Resort Designer",1,263,,19.99,,,"https://images.brickset.com/sets/images/21208-1.jpg",140,106
23732,"30067","0","Duplo","Farm","2014","Farm {Random Bag}",,5,,,,,"https://images.brickset.com/sets/images/30067-1.jpg",68,33
24377,"30067","2","Duplo","","2014","Farm - Farmer",,,,,,,"https://images.brickset.com/sets/images/30067-2.jpg",40,22
24378,"30067","3","Duplo","","2014","Farm - Calf",,,,,,,"https://images.brickset.com/sets/images/30067-3.jpg",44,24
24379,"30067","4","Duplo","","2014","Farm - Goat",,,,,,,"https://images.brickset.com/sets/images/30067-4.jpg",42,23
24380,"30067","5","Duplo","","2014","Farm  - Cat",,,,,,,"https://images.brickset.com/sets/images/30067-5.jpg",47,25
23399,"30068","1","Duplo","","2014","Apple",,6,,2.2,,,"https://images.brickset.com/sets/images/30068-1.jpg",225,46
23283,"30112","1","Friends","","2014","Emma's Flower Stand",1,33,,4.99,,,"https://images.brickset.com/sets/images/30112-1.jpg",989,553
23280,"30113","1","Friends","","2014","Stephanie's Bakery Stand",1,28,,,,,"https://images.brickset.com/sets/images/30113-1.jpg",2088,524
23390,"30114","1","Friends","Summer","2014","Andrea's Beach Lounge ",1,29,,,,,"https://images.brickset.com/sets/images/30114-1.jpg",331,664
23605,"30115","1","Friends","Jungle Rescue","2014","Jungle Boat",1,31,,4.99,,,"https://images.brickset.com/sets/images/30115-1.jpg",1031,464
23444,"30116","1","Disney","Tangled","2014","Rapunzel's Market Visit",1,37,,3.99,,,"https://images.brickset.com/sets/images/30116-1.jpg",2122,475
23389,"30187","1","Creator","","2014","Fast Car ",,56,,3.29,,,"https://images.brickset.com/sets/images/30187-1.jpg",1200,350
23388,"30188","1","Creator","","2014","Cute Kitten ",,54,,,,,"https://images.brickset.com/sets/images/30188-1.jpg",1597,497
23387,"30189","1","Creator","","2014","Transport Plane  ",,49,,,,,"https://images.brickset.com/sets/images/30189-1.jpg",1271,327
